caseid,wsiter,amt1,cpt1,dept1,jelt1,subt1,a01,a08,am01,am02,am03,am04,am05,am06,am07,am08,am09,con12,con13,con14,con15,con17,con01,con03,con05,con09,cp10,cp11,cp12,cp13,cp15,cp02,cp07,cp08,dom01,dom02,dom03,dom04,dom05,dom06,dom07,dom08,dom09
993,701,26.3758420472104,15,14.5342863111984,19.0328677397829,9,0,1,2.95986392099275,2.77342035783744,2.04130542326563,2.98329297834453,1.72310105945284,2.96377871411785,2.56545496745354,2.91482583595779,2.02045625354218,1.66597078471333,1.88308012552796,2.12348850224074,2.06750163820086,1.89035449512791,1.8390263251323,1.86116926323975,1.75989891615164,1.85433045126043,2,2,3,1,2,2,2,2,1.66481359205254,3.20762910316543,3.4120145293166,2.36827492492449,1.60461213106585,2.40054037089545,2.19600324638893,1.77570850722648,1.36180270130639
994,701,30.1160724197061,8,10.8877108538247,16.219149196945,8,0,1,3.44917733449996,3.15089184021018,1.35057645435818,3.0959708753408,1.13987162513236,3.23796026604552,2.87684846262287,3.26818603251493,1.47241015076725,1.00616270649029,1.2629761102233,1.45884324735416,1.32913292997594,1.14950015140652,1.29470893056674,1.26369988096913,1.10643680169243,1.22043600698022,1,1,4,1,1,1,1,1,1.20824491991348,3.70815412037729,3.9001100692801,2.25381546882194,1.1302536142972,2.43115986239252,2.04189821361829,1.36764621677976,.95826184719175
995,701,23.5057854296266,19,15.1590333546645,20.2183070119565,8,0,2,2.70063694912125,2.28079868876424,2.47943349353429,3.00755402251385,2.10067126943895,2.99205999072222,2.17062166575948,2.69771239048642,2.76353263844981,1.81077550749408,2.08691037115362,2.31200077243836,2.47075323213631,2.1922963662682,2.18709730078848,2.23877086993262,2.00107837657148,2.18983288024468,3,2,3,2,2,3,4,1,1.77191002330719,3.10229636605111,3.30727778241769,2.45733726786074,1.97425440103439,2.76607766056797,2.40511400173574,1.917140272138,1.75613988226406
996,701,26.3711604806054,13,12.7803374265973,20.0139759717407,8,0,2,3.01488109916059,2.58082692403707,2.27620680632482,3.22279285391593,1.74168454148379,3.35362677761578,2.60430998058595,3.01268659200626,2.39999968180237,1.35623199224741,1.6991270805204,1.81605161960216,2.05200020315806,1.75780794709295,1.8418438297534,1.81928537896933,1.70746947927562,1.86909460077933,1,2,4,1,2,2,3,1,1.38485523159315,3.46756774416253,3.72013689418217,2.58884985252106,1.46442389087535,2.7068445012853,2.36826567386309,1.8432964837796,1.25847374691616
997,701,25.3691204159201,20,17.5550730493023,19.7648928577231,9,0,1,2.84549051530614,2.70644815634184,2.42274819526417,3.04098879599615,1.91971756937246,2.82717330888324,2.47789924509498,2.92962274340496,2.11627610395023,1.97420738887845,2.34463135552248,2.53667882633841,2.23780548875188,2.50560824023779,2.02665084918644,2.09957954820144,1.94566961676026,2.02650764229091,4,3,3,2,3,3,1,2,2.07512044888209,2.94495139212326,3.14315898186523,2.32567705911008,1.98565241732534,2.25366320372254,2.23849325618236,1.97975776864777,1.76766853401665
998,701,27.1156038474775,14,12.3529053594969,20.012477048782,8,0,1,3.12905221337864,2.57730793616069,2.44650322441586,3.40070783715003,1.66709139677178,3.4004695853776,2.79666970698145,3.29923504909826,2.37415497722597,1.21232121664526,1.64631346635081,1.72396921434249,1.86304658909193,1.60555943282837,1.83587584839355,1.60632349773879,1.56316457224689,1.65235105139011,1,1,4,1,4,2,3,1,1.09800345409566,3.64882085388447,3.87670624514997,2.43442675474318,1.20217195924243,2.3071758929282,2.19230424751508,1.70035013947651,1.07370152044154
999,701,28.6949546845769,10,12.3532107221122,17.8147606021418,8,0,1,3.26585017123064,3.00509040908983,1.6661316570498,3.1133098555599,1.37976284797135,3.25384084025285,2.74341301219194,3.10738211179487,1.74800673776034,1.19872985089534,1.54486720477741,1.71021194963604,1.62235515582974,1.49413048294098,1.5031427965108,1.55700131808897,1.37507373264826,1.5329052724461,1,2,4,1,1,2,1,1,1.41289543976783,3.57951218319201,3.77517079173076,2.45576359702424,1.40499010557601,2.62624491793773,2.24409465741397,1.68494565962403,1.20971417854877
1000,701,27.9015196189034,11,12.3128595328389,18.7511508164084,8,0,2,3.19217523279243,2.80362653946274,2.03700632778544,3.21801310426801,1.49416717149297,3.31688980546473,2.79557983673712,3.12200779120077,2.01553097123807,1.2482989535812,1.5607127957569,1.61749954072646,1.77014700106821,1.6419742570742,1.60281886014425,1.55533449285691,1.48425773031779,1.64070611575182,1,2,4,1,2,1,2,1,1.34369472992001,3.53031245797603,3.77707434442588,2.45789740434684,1.27247365952481,2.47141289839985,2.20112320247463,1.68139466468811,1.08413350406858
1001,701,24.6155312819911,17,14.7306395289658,22.3787062874995,8,0,1,2.75311217288986,2.46571814019198,2.49543020258814,3.09641719049031,2.17975983811703,3.29895374943913,2.44849734483673,2.9919319281731,2.76382175971945,1.86077455513116,2.01498900580342,2.35239262585732,2.60076387722644,2.06347602789614,2.30877862683022,2.35150948174803,2.33234569808072,2.25823375066422,1,2,4,1,2,3,4,3,1.59652813466896,3.11031944834537,3.4911215832516,2.72606839652048,1.70107030981158,2.77596467043648,2.56059020876582,2.08287021422653,1.47806680178561
1002,701,24.7865325488562,18,15.7065874011938,20.8330866055196,8,0,1,2.74405555080745,2.60948424570905,2.25642861855478,2.92317554573715,2.06080638871559,2.96115082476196,2.39701880357091,2.85604091201623,2.38721784677989,1.96119767768742,2.10441781896672,2.4901438146585,2.47526796539118,2.09184942760445,2.18424347370693,2.25772375156173,2.1810659057359,2.15832988253307,2,2,3,1,2,3,3,3,1.78429074497899,2.99561542687435,3.2700867444145,2.49623833828801,1.81081188628663,2.5288137463729,2.37833972090741,1.96539542904141,1.54990621880736
1003,701,27.9015196189034,11,12.3128595328389,18.7511508164084,8,0,1,3.19217523279243,2.80362653946274,2.03700632778544,3.21801310426801,1.49416717149297,3.31688980546473,2.79557983673712,3.12200779120077,2.01553097123807,1.2482989535812,1.5607127957569,1.61749954072646,1.77014700106821,1.6419742570742,1.60281886014425,1.55533449285691,1.48425773031779,1.64070611575182,1,2,4,1,2,1,2,1,1.34369472992001,3.53031245797603,3.77707434442588,2.45789740434684,1.27247365952481,2.47141289839985,2.20112320247463,1.68139466468811,1.08413350406858
1004,701,25.3627982039683,16,14.4482706028232,20.7013080510003,8,0,1,2.8748780134315,2.55209368678439,2.41100804679324,3.08731394270192,1.90948828382487,3.08809040766732,2.583934536155,2.91078176476085,2.41380051999929,1.72620110131323,1.94822296683047,2.08125575358311,2.26768905103632,1.97730458531738,2.04627750177816,1.98023641408837,1.96268536785377,2.04944903313041,1,2,3,1,3,2,3,2,1.48698762604393,3.2671809490698,3.51066009588217,2.49063644386605,1.51888279679137,2.34943740783613,2.26936154216585,1.91977586959689,1.34235240610898
1005,701,25.0453287314253,16,14.1176036919682,20.5997519436609,8,0,3,2.86183652186325,2.45984988887532,2.4654972352093,3.15197304230525,1.90051415471673,3.13581528700068,2.4806161088684,2.84206865291439,2.52085200364087,1.56097318735718,1.95434212016123,2.06072434441193,2.20871208014514,1.90805971973335,2.02855532735144,1.96841480147088,1.83233063823087,2.03645390060576,1,2,3,1,3,3,3,1,1.42943565842235,3.41953697913996,3.57948863973376,2.54853585837897,1.62881828588839,2.54778186311023,2.34606308442937,1.98199165923837,1.45303038800563
1006,701,26.314068132049,18,15.0940463664776,21.2461607637279,8, ,1,2.91375495811569,2.74238932666593,2.27194671390135,3.10541402711172,2.00896742830491,3.18212000214452,2.64521119479931,3.33306073171501,2.32692567135934,1.84392731723699,1.97995595900657,2.47064620279734,2.33753597542531,1.90993866589988,2.20175164779,2.15208405187843,2.18320957997629,1.92198256565015,2,1,4,1,3,3,3,4,1.56581897443339,3.08275174968535,3.46405503299544,2.44629474499035,1.53879723632339,2.32024079773068,2.32646448977091,1.82364161027646,1.32650814516178
1007,701,22.8378854595393,20,18.3020188360842,20.3207662405062,12, ,1,2.51903922158307,2.45874459859929,2.68166814198581,2.78124069388958,2.07402588003562,2.44754260757306,2.34477563668257,2.28077803818649,2.23887711341069,2.33185091249473,2.47310681900476,2.46776031714139,2.61725026432612,2.77348023032664,2.0992198788738,2.16009075569958,2.15020935001947,2.45250505794541,3,4,1,1,3,1,2,2,2.22991565351892,2.70539604757339,2.82642157609277,2.34618351317102,1.98304911178055,2.1159923622205,2.10881374385469,2.12132343454701,1.66551111951392
1008,701,29,8,8,14,8,0,1,4,1,1,1,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,2,1,4,2,1,1
1009,701,23,18,17,24,8,0,1,3,2,3,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,1,2,3,2,3,3,3,2,1,3,4,3,2,4,2,2,2
1010,701,23,11,18,22,8,0,1,3,1,3,3,3,3,2,4,2,1,1,2,1,1,1,1,1,2,1,1,4,1,1,3,2,1,1,3,4,2,4,4,4,3,4
1011,701,22,16,19,18,8,0,1,3,2,2,3,2,3,2,2,4,2,3,3,2,1,4,3,1,2,2,2,4,2,2,3,2,2,1,4,4,3,2,2,2,2,1
1012,701,25,14,14,18,8,0,1,3,3,3,3,2,3,3,3,3,1,2,2,3,3,4,3,2,2,1,2,2,1,2,2,2,1,1,3,4,3,2,4,2,2,2
1013,701,30,8,8,11,9,0,2,3,3,1,3,1,4,2,4,2,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,4,2,1,4,2,1,1
1014,701,24,14,14,25,10,1,2,3,4,1,3,2,1,1,1,1,4,1,3,3,2,1,1,1,4,1,4,1,1,1,1,1,1,1,4,4,4,1,4,1,3,1
1015,701,27,9,15,16,8,0,1,3,3,2,3,1,3,3,3,3,1,2,2,1,1,2,1,1,1,1,1,4,1,2,1,1,1,1,4,4,3,1,4,2,1,1
1016,701,34,9,21,28,8,1,2,4,4,1,3,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,3,3,3,1,4,3,1,1
1017,701,30,9,8,20,8,1,1,4,4,2,3,1,2,4,4,3,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,3,4,3,1,4,3,1,1
1018,701,29,17,12,13,8,1,1,4,2,1,2,1,3,2,4,1,2,1,1,2,1,3,1,2,1,2,2,4,2,4,2,2,2,1,4,4,3,1,4,2,1,1
1019,701,28,12,9,14,8,1,1,3,4,2,3,1,3,3,3,3,1,1,1,3,1,2,2,1,1,1,2,3,1,1,1,2,2,1,4,4,2,2,4,2,1,1
1020,701,31,10,10,15,9,0,1,3,4,1,3,1,4,3,3,2,1,3,2,2,2,2,1,2,1,1,1,4,1,2,1,2,1,1,4,4,2,2,4,2,2,2
1021,701,27,12,10,17,9,0,1,3,3,2,3,2,3,3,3,2,1,1,2,2,1,1,2,2,2,1,1,4,1,3,2,2,1,1,3,4,2,1,3,2,2,1
1022,701,27,15,14,20,8,0,3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,3,3,2,2,3,2,2,2
1023,701,30.3397434890207,8,9,16,8,0,1,3,3,1,2.9438192439469,1,3,3.11290767948088,3.28308574324713,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,4,4,4,1,4,4,1,1
1024,701,25,17,11,10,8,1,1,4,1,3,4,1,4,1,4,4,1,1,1,3,1,3,1,1,1,1,1,4,4,1,1,4,4,1,4,4,2,1,4,1,1,1
1025,701,33,9,13,27,8,0,1,4,4,1,3,1,4,3,3,1,1,2,1,1,1,3,1,1,2,1,1,4,1,2,1,1,1,1,4,4,2,1,4,2,2,1
1026,701,26,12,13,17,8,0,1,3,3,2,3,2,3,2,3,2,2,1,2,1,1,2,2,1,2,1,1,3,1,2,1,2,2,1,4,4,3,1,4,2,2,1
1027,701,24,16,16,19,9,0,2,2,3,2,3,3,3,2,3,2,2,3,1,2,2,2,3,2,2,1,2,2,1,3,2,3,1,2,4,4,3,2,4,3,2,1
1028,701,24,16,17,18,8,0,2,3,2,2,2,2,3,2,3,2,2,2,3,3,2,2,3,3,3,3,3,3,1,1,3,1,2,3,3,3,2,2,3,2,1,1
1029,701,25,15,17,14,8,0,2,3,3,3,3,2,4,2,3,3,1,4,3,3,1,1,3,1,2,1,2,3,1,3,1,3,2,2,4,2,2,1,3,3,1,1
1030,701,30,14,11,17,8,0,2,4,3,1,3,2,3,3,3,1,2,3,3,2,3,2,2,1,2,1,2,3,1,3,1,2,2,2,3,3,2,2,3,2,1,2
1031,701,30,12,19,13,8,1,2,4,4,3,3,1,3,3,3,1,1,3,2,3,4,1,1,1,1,1,2,4,1,3,1,2,1,1,4,4,2,1,3,2,1,1
1032,701,34,8,8,14,8,0,1,4,4,1,4,1,4,4,2,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,1,1,4,2,1,1
1033,701,33,8,12,18,8,0,1,4,4,1,3,1,4,3,4,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,2,1,4,1,1,1
1034,701,23,14,19,22,8,0,1,2,3,2,3,3,3,2,3,3,2,2,3,3,4,3,3,2,2,1,2,4,1,2,2,3,2,2,4,4,3,2,3,3,3,1
1035,701,28,14,12,18,8,0,2,3,3,2,3,1,3,3,3,2,1,4,3,3,3,2,2,1,2,2,2,3,1,2,2,2,1,2,3,3,3,1,2,3,2,1
1036,701,26,15,8,26,8,1,1,3,3,1,3,4,3,3,3,2,1,1,1,1,1,2,1,1,1,1,2,4,1,2,1,3,4,1,3,4,3,3,4,3,3,1
1037,701,30,10,18,20,8,0,1,3,3,2,4,1,4,2,3,1,1,2,3,1,1,1,1,1,1,2,1,4,1,2,1,1,1,1,4,4,4,1,4,3,2,1
1038,701,30,12,11,19,8,1,1,3,3,1,3,1,3,2,4,1,1,1,1,1,1,2,1,1,2,1,1,4,3,1,1,2,2,1,4,4,2,1,4,2,1,1
1039,701,29,11,14,19,8,0,1,3,2,1,3,1,3,3,3,1,1,2,2,3,2,2,2,1,3,1,1,3,1,1,2,2,1,1,3,4,2,1,3,2,2,1
1040,701,25,16,11,18,8,1,2,3,1,2,3,2,3,3,3,2,2,2,2,1,2,2,2,2,2,1,3,3,2,2,3,2,1,1,3,4,2,1,4,2,2,2
1041,701,27,13,16,16,8,0,1,3,3,1,3,2,3,3,3,3,1,1.87015939770762,3,1,2,2,2,2,1,2,2,4,2,2,1,1,2,1,4,4,3,1,4,2,2,1
1042,701,19,26,27,30,12,0,2,3,2,4,4,3,3,2,1,4,4,3,4,4,4,4,4,4,4,3,4,2,4,4,1,4,3,2,4,1,1,1,2,2,3,1
1043,701,35,9,8,12,8,0,1,4,4,1,4,1,4,3,4,1,1,1,1,1,1,2,1,1,1,1,1,4,1,2,1,1,1,1,4,4,3,1,4,2,1,1
1044,701,27,15,16,16,9,1,3,3,3,1,3,1,3,2,3,3,1,2,2,3,2,2,2,2,2,2,2,3,2,1,3,1,2,1,3,3,2,1,3,2,2,2
1045,701,29,13,9,14,9,0,1,3,3,2,4,1,4,3,3,3,1,2,3,3,1,2,2,4,4,1,1,4,1,3,2,3,1,1,4,4,2,1,4,3,2,1
1046,701,27,12,8,20,8,0,1,3,2,1,2,1,3,2,3,1,1,1,2,1,1,1,1,2,1,1,1,4,1,1,3,1,3,1,4,4,3,1,4,3,1,1
1047,701,28,14,21,26,11,0,1,3,4,2,2,2,3,2,4,1,2,1,2,1,1,3,3,1,2,1,2,4,1,4,3,1,1,2,4,3.84223722404918,2,2,4,2,3,1
1048,701,23,14,18,29,11,0,1,1,2,3,3,1,3,2,3,2,1,1,1,1,1,1,1,3,3,1,2,3,1,3,1,3,1,1,4,1,2,1,4,3,2,1
1049,701,28,15,14,16,8,0,3,3,3,1,3,2,3,3,3,2,2,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,3,4,2,1,3,2,2,1
1050,701,26,13,14,20,9,0,1,3,3,2,3,2,3,3,3,3,1,3,2,3,2,1,2,1,1,1,1,3,2,1,2,2,2,1,3,4,3,2,3,3,2,1
1051,701,13,16,18,30,8,0,2,1,1,4,4,3,1,1,1,4,1,3,1,4,4,1,4,4,4,1,3,4,1,1,4,4,1,3,4,3,4,3,2,4,4,3
1052,701,33,15,16,24,8,1,2,4,4,1,4,1,4,2,4,2,1,2,1,1,1,1,1,1,2,3,2,3,2,2,1,1,2,1,4,4,3,1,4,2,3,1
1053,701,22,13,17,16,8,0,2,3,1,1,3,2,4,1,2,4,1,4,4,4,4,4,4,4,3,1,1,4,1,4,1,1,3,2,3,2,1,1,2,2,2,1
1054,701,32.3371280468189,11,11,8,8,0,1,4,4,1,3.33738050682709,1,4,1,4,1,1,1,4,1,4,4,4,1,1,1,1,4,1,1,4,1,1,1,4,4,1,1,4,1,1,1
1055,701,27,11,16,17,8,1,2,3,2,1,4,1,3,1,4,3,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,4,4,2,1,3,1,1,1
1056,701,28,14,14.2057389113515,16,11,1,1,4,4,2,3,2,3,3,3,3,2,4,2,3,2,2,3,3,3,1,1,4,2,2,2,3,2,3,4,4,3,1,2,2,2,1
1057,701,24,17,14,26,9,0,1,3,2,1,3,2,3,2,2,3,2,3,2,3,3,2,2,2,2,2,2,3,2,3,2,3,1,1,3,4,3,2,3,2,2,2
1058,701,21,14,23,30,8,0,1,3,2,3,4,4,3,2,3,4,1,4,4,4,4,4,4,4,4,1,1,4,1,2,4,1,3,2,4,3,4,1,2,4,3,1
1059,701,32,9,8,10,8,0,2,4,4,2,4,1,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,4,4,2,1,4,2,1,1
1060,701,28,14,13,16,8,0,3,3,3,3,3,1,4,3,3,2,1,1,3,2,1,2,2,2,2,2,1,1,1,1,1,3,1,2,3,3,3,1,3,2,1,1
1061,701,28,12,12,21,8,0,1,2,3,2,3,1,3,3,3,1,4,2,1,2,1,1,2,1,3,1,1,3,1,3,1,1,2,1,3,4,2,1,3,3,2,1
1062,701,33,14,9,12,8,0,2,4,3,2,4,1,4,3,4,1,1,3,3,2,3,1,1,1,1,4,2,4,1,1,1,2,2,2,4,4,3,3,4,3,1,1
1063,701,30,13,12,13,8,0,1,3,3,1,3,1,3,3,4,2,1,2,3,2,1,2,1,1,1,1,1,4,1,2,2,3,2,1,4,4,1,1,4,1,2,1
1064,701,33,10,10,12,8,0,1,4,4,1,4,1,4,2,3,1,2,2,2,3,3,3,2,2,3,1,1,3,1,1,1,2,1,2,2,3,2,2,2,2,1,2
1065,701,31.3170153545727,11,12,17,8,1,1,4,4,2,3.31712962651719,1,3,2,4,1,1,3,2,3,2,2,2,3,1,1,2,4,1,2,1,2,1,1,4,4,2,1,3,2,2,1
1066,701,28,10,8,24,8,0,1,3,3,1,3,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,1,1,1,4,4,4,1,4,3,2,1
1067,701,18,15,9,19,10,1,1,3,4,4,1,4,1,2,1,1,2,1,1,2,1,2,1,2,1,3,2,2,1,1,1,2,2,2,3,4,2,3,4,2,1,2
1068,701,29,13,10,23,8,0,1,3,3,2,4,1,3,2,4,2,1,2,2,2,1,2,2,2,2,2,1,4,2,2,2,2,1,1,3,4,2,1,3,2,2,1
1069,701,26,15,14,19,9,0,1,3,3,2,3,2,3,3,3,3,2,3,2,2,2,2,2,3,3,1,2,4,2,2,3,3,1,2,3,3,3,2,3,3,2,1
1070,701,27,9,12,19,8,0,1,3,2,2,4,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,4,4,2,1,3,2,1,1
1071,701,28,13,14,20,8,1,2,4,3,1,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3,1,1,3,1,1,2,3,2,2,4,3,3,1,3,3,1,1
1072,701,28,16,18,20,8,1,2,3,4,2,3,2,3,3,3,2,2,1,2,2,3,2,2,1,3,3,2,3,1,2,1,2,3,2,3,3,2,1,2,3,2,1
1073,701,23,17,17,23,8,1,2,3,2,3,3,2,3,2,3,3,2,3,4,3,3,3,4,3,3,1,3,3,2,2,3,2,2,1,3,3,4,2,3,4,2,2
1074,701,30,11,14,17,8,1,2,4,3,1,3,1,3,2,4,2,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,2,1,1,3,4,3,1,4,2,1,1
1075,701,28,9,18,18,9,0,1,4,4,2,1,1,3,3,3,2,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,4,4,3,1,4,3,2,1
1076,701,26,8,8,21,8,1,1,3,2,1,1,1,1,4,3,1,2,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,2,1,4,1,2,1
1077,701,36,10,9,14,9,0,1,4,4,1,4,1,4,4,4,1,1,1,2,1,2,1,1,1,1,2,1,4,2,1,1,1,1,1,3,4,2,2,4,1,1,1
1078,701,29,8,8,12,11,0,1,4,2,2,4,1,3,3,3,2,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,3,1,4,4,1,1
1079,701,29,9,14,15,11,0,1,3,2,1,4,1,3,2,3,1,1,2,3,1,1,4,4,3,3,1,1,3,1,1,1,1,1,1,3,3,1,1,3,2,1,1
1080,701,30,11,12,14,13,1,1,3,3,2,3,1,3,4,3,1,1,1,2,2,1,3,2,1,2,2,1,3,1,1,1,1,2,1,4,4,1,1,4,1,1,1
1081,701,34,8,10,17,9,0,3,4,4,1,4,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,3,1,4,2,1,1
1082,701,25,11,14,20,8,0,1,3,2,2,3,3,3,3,3,2,1,1,1,2,2,2,2,3,2,1,2,4,1,2,1,2,1,1,3,4,3,2,3,3,2,1
1083,701,28,16,15,13,8,0,1,3,3,1,3,2,3,3,3,2,2,1,2,3,2,2,2,2,2,1,2,3,2,2,3,2,2,2,4,4,2,2,3,2,1,1
1084,701,27,17,23,14,8,1,3,3,3,2,3,2,3,3,3,2,2,1,1,2,1,1,1,1,2,3,2,3,2,3,1,2,2,1,4,4,1,1,2,1,1,1
1085,701,35,8,12,13,8,1,2,4,4,1,4,1,3,4,4,1,2,1,1.74806398443404,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,3,3,1,1,4,1,1,1
1086,701,30,11,12,22,8,1,1,4,4,1,3,2,3,3,3,2,1,1,1,2,1,2,1,1,2,1,1,3,1,2,1,1,2,1,4,4,2,1,4,2,2,1
1087,701,25.1346324047849,16,14.8585239237531,19.4481625465112,15,1,2,2.90515521495807,2.57423298273581,2.25278106899034,2.93290730159356,1.88853412758788,2.91611987915063,2.47627185389859,2.83148273451214,2.36017471792914,1.93374201095236,1.94323450246791,2.04242654964858,2.286131190547,2.13318915155698,2.03923875745824,1.99732462579138,1.95436226034601,2.03249215587047,2,2,3,2,2,1,3,2,1.70748839559928,3.13246975365248,3.40095032369174,2.37665731615344,1.65166076885448,2.51286200480701,2.16748339379627,1.8279960990264,1.51485269975536
1088,701,24.6353232322011,17,14.6860870734607,20.6103379313782,11,1,1,2.88503365298298,2.42171962748281,2.4845074706141,3.09701197488389,1.97576650913924,3.07447965419213,2.42683846349608,2.83794608504851,2.64740668909052,1.75393234783276,2.04836692476519,2.07546273153818,2.27181862793117,2.05863748695675,2.15892006437739,2.08065025097065,1.93590626117729,2.10669436144573,1,2,3,2,3,3,3,1,1.46553977811139,3.41127930714991,3.59408689842406,2.52966447811485,1.72418814833842,2.58304183932762,2.33679482260822,2.04132836372235,1.67175952534956
1089,701,26.4154236433308,16,15.8975482770226,20.367772007741,12,1,2,3.05867450819781,2.75328211917689,2.50193675667542,3.13753811711566,1.77418474711096,2.9931730175069,2.84641311711162,3.03333185726054,2.13091002986575,1.9146619969874,2.12022796144304,1.95651153663934,2.08274870473004,2.33345600070301,1.96790547293677,1.83841681469354,1.91827867745075,1.9943189336511,1,3,3,2,4,1,1,2,1.59740806632764,3.28154140573137,3.53756561178065,2.41117666217854,1.45328774611973,1.97303559875926,2.09387303170405,2.02030990830741,1.43940437895971
1090,701,28.2625229817452,12,12.641178159935,18.1935921916338,13,1,3,3.29373692344233,2.91670856784808,1.80315095086301,3.07785569459441,1.52129410870935,3.18330820014068,2.79716627077593,3.28603655242532,1.96766152269494,1.502094395515,1.56801412282602,1.69970920407445,1.76304904586541,1.58702312383241,1.75046285380382,1.63378612153279,1.59626015112715,1.55576161582576,1,1,4,2,2,1,2,2,1.30198786243184,3.51258351418925,3.81126537246016,2.31348757166516,1.26393584722396,2.3916258616936,2.08633615988981,1.58542133323329,1.2250673666891
1091,701,29.6117291062605,10,12.1257288023383,17.4102541308846,13,1,1,3.38138555876876,3.12418580002649,1.63170711053343,3.12507683259,1.30010223065695,3.19090632399694,2.94130870901108,3.3562914526031,1.57551769700787,1.2673117679286,1.44781924180259,1.63715548303406,1.51519389375403,1.37405185520173,1.50059409078094,1.38451380000701,1.34858126741524,1.338806028413,1,1,4,1,2,1,1,2,1.27324612249349,3.59474165348837,3.83324839046659,2.2808052143505,1.13319504608107,2.30813055262032,2.0099456102245,1.49838711383987,.991891768477801
1092,701,26.0331368674199,14,13.2403543627379,20.6405694556582,12,1,1,2.99304987951484,2.50529355557009,2.55323726152591,3.31815704198337,1.80154517963789,3.35861797438797,2.65614669884076,3.06276175198602,2.50604674336363,1.40806538377606,1.78944598025543,1.82467816144466,2.09706382005808,1.87818650256152,1.9260113414654,1.80442968355049,1.7459047157776,1.90232490359985,1,2,4,1,3,2,3,1,1.35766068402381,3.4993898967997,3.74036274139714,2.60658446741371,1.43691865894377,2.64296839783936,2.32632501008506,1.92415057220772,1.26061413083374
1093,701,27.577539535327,11,11.461193190582,18.4726000457792,12,1,1,3.18331562336594,2.70655600512942,2.01700657208198,3.20273177657096,1.52215733484195,3.31238564878082,2.71732510274659,3.14847848243722,2.15393829882119,1.20770847904593,1.44043763230431,1.56784783791095,1.78894642085949,1.45020142729622,1.6644609028828,1.53211596634382,1.45034052550858,1.57568288004767,1,1,4,1,2,1,3,1,1.20796290953089,3.60427836725082,3.84088178899133,2.41139005521197,1.22208167928695,2.60776948790359,2.15565734457588,1.57020045275246,1.04247394098932
1094,701,25.8361146000122,13,14.2695780166842,18.6606110935719,13,1,1,2.9213778713361,2.68595894357533,2.11352735423568,2.96723849664808,1.67597104478467,2.96561222412257,2.4927931661975,2.65849911533065,2.06594316868549,1.63033334158265,1.84264584558231,1.90693993113463,2.09358536807966,2.04239203966065,1.71897416516319,1.80282384500265,1.67132931945797,1.95654877113743,2,3,3,1,1,1,2,1,1.8115103881996,3.20034569801416,3.37892034239904,2.47626712725689,1.68472715408447,2.7042998542668,2.22814040318112,1.85962123896078,1.39278451778008
1095,701,28.4418742079876,12,12.4595338984471,18.7824819482163,12,1,1,3.25615489220884,2.88934163578763,2.03299368643491,3.22954199864615,1.49572038434236,3.26231530703523,2.91299079853821,3.3527402954155,1.93238629680059,1.33894681096629,1.55270739478808,1.69201489849536,1.72992189320178,1.53831200620871,1.68874015895315,1.50362896436702,1.52536577608831,1.50922268543921,1,1,4,1,3,1,2,2,1.22481009627741,3.54862899586497,3.81899015235492,2.33784940137533,1.12486361299714,2.24448476094852,2.0588697006787,1.58483701126887,.990752350547657
1096,701,27.9053518572228,11,12.017320258326,17.223192857685,12,1,1,3.21450376028221,2.86383960383232,1.74642103567476,3.02904593011904,1.39397295612712,3.02748543461484,2.71264404065511,3.01209455227101,1.81381005254603,1.2967268751644,1.49012113378463,1.6085068625932,1.64890992241193,1.40126476618701,1.55903085823314,1.43828222264613,1.32506267619283,1.50048093676029,1,1,3,1,2,1,2,1,1.2663355800484,3.59523884930757,3.73275075483147,2.24687732889622,1.25442535457145,2.37316139245248,1.99784106204019,1.51034313250875,1.0960024807438
